google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
454 Southeast 72nd Avenue,92.37838753831952,420000,2.0,3.0,97123,Reedville,45.51623154,-122.9059677
3510 Southeast Birchleaf Street,159.30117964798632,500000,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49446869,-122.9073181
2421 Southeast 54th Court,92.37838753831952,350000,2.0,3.0,97123,Reedville,45.50108337,-122.9279099
7262 Southeast Blanton Street,106.44942926324673,392970,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49483871,-122.9065857
1397 Southeast 73rd Place,168.8106257912657,502000,3.0,4.0,97123,Reedville,45.50887299,-122.9068756
6460 Southeast Sigrid Street,168.8106257912657,450000,3.0,4.0,97123,Reedville,45.51459885,-122.9152679
1816 Southeast 60th Avenue,168.8106257912657,485000,3.0,4.0,97123,Reedville,45.50625229,-122.9207458
6887 Southeast Moscato Court,92.37838753831952,420000,2.0,3.0,97123,Reedville,45.50384903,-122.9109192
6049 Southeast Lois Street,168.8106257912657,600000,3.0,4.0,97123,Reedville,45.51303482,-122.9199371
1960 Southeast 70th Avenue,168.8106257912657,470000,3.0,4.0,97123,Reedville,45.5057106,-122.9089737
3520 Southeast Birchleaf Street,106.44942926324673,495000,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49438477,-122.9074097
1726 Southeast 60th Court,168.8106257912657,518000,3.0,4.0,97123,Reedville,45.50704956,-122.9203568
1136 Southeast 47th Avenue,221.66237617600524,600000,3.0,5.0,97123,Reedville,45.51155853,-122.9344635
7907 Southwest Frammy Way,159.30117964798632,540000,3.0,4.0,97123,Cooper Mountain - Aloha North,45.51498032,-122.8996658
5296 Southeast Patterson Street,115.9588754065261,425000,3.0,3.0,97123,Reedville,45.51309967,-122.9292068
4637 Southeast Sandalwood Street,120.71359847816579,396000,3.0,3.0,97123,Witch Hazel,45.49682617,-122.9349365
1573 Southeast 71st Avenue,168.8106257912657,438000,3.0,4.0,97123,Reedville,45.50807571,-122.9088516
5187 Southeast Drake Road,92.37838753831952,410000,2.0,3.0,97123,Reedville,45.50304794,-122.929039
1314 Southeast 74th Avenue,92.37838753831952,285000,2.0,3.0,97123,Reedville,45.51021957,-122.9047318
6345 Southeast Sigrid Street,92.37838753831952,420000,2.0,3.0,97123,Reedville,45.51480484,-122.9166107
2785 Southeast Palmer Court,63.10712502178653,269900,3.0,2.0,97123,Reedville,45.49967575,-122.9118652
6915 Southeast 68th Court,168.8106257912657,446000,3.0,4.0,97123,Reedville,45.50670242,-122.9100723
2740 Southeast 70th Avenue,15.946149285373366,311000,1.0,2.0,97123,Reedville,45.50012589,-122.9094696
2779 Southeast Player Court,115.9588754065261,310000,3.0,3.0,97123,Reedville,45.4997139,-122.9108276
7133 Southeast Sterling Lane,115.9588754065261,300000,3.0,3.0,97123,Reedville,45.49994659,-122.9092407
6039 Southeast Lois Street,168.8106257912657,615000,3.0,4.0,97123,Reedville,45.51266479,-122.9199982
2784 Southeast 74th Way,115.9588754065261,329000,3.0,3.0,97123,Reedville,45.50014114,-122.9053497
660 Southeast 59th Court,168.8106257912657,570000,3.0,4.0,97123,Reedville,45.51557159,-122.9213867
2192 Southeast Nordlund Court,92.37838753831952,426000,2.0,3.0,97123,Reedville,45.50245667,-122.9091339
773 Southeast 60th Avenue,115.9588754065261,515000,3.0,3.0,97123,Reedville,45.51473236,-122.9206619
699 Southeast 78th Avenue,159.30117964798632,515000,3.0,4.0,97123,Cooper Mountain - Aloha North,45.5145874,-122.9009552
6364 Southeast Drake Street,92.37838753831952,400000,2.0,3.0,97123,Reedville,45.50177002,-122.9158783
7057 Southeast Frances Street,192.39111365947224,560000,4.0,4.0,97123,Reedville,45.50891876,-122.9085922
6302 Southeast Kensington Street,168.8106257912657,420000,3.0,4.0,97123,Reedville,45.50696182,-122.9163437
5355 Southeast Del Rio Court,92.37838753831952,385000,2.0,3.0,97123,Reedville,45.50460815,-122.9272614
1582 Southeast 73rd Avenue,145.2301379230591,410000,2.0,4.0,97123,Reedville,45.50793839,-122.9065399
6539 Southeast Johnson Street,92.37838753831952,113159,2.0,3.0,97123,Reedville,45.5009613,-122.9138718
798 Southeast 60th Avenue,168.8106257912657,485000,3.0,4.0,97123,Reedville,45.51446152,-122.9200516
7375 Southeast Hacienda Court,168.8106257912657,435000,3.0,4.0,97123,Reedville,45.50529099,-122.9061661
2053 Southeast Arlington Loop,92.37838753831952,385000,2.0,3.0,97123,Reedville,45.50449753,-122.9110947
6115 Southeast Maple Street,115.9588754065261,412000,3.0,3.0,97123,Reedville,45.515522,-122.9194183
5885 Northeast Tunbridge Street,167.56947752334588,528000,3.0,4.0,97124,Orenco Gardens,45.52857208,-122.9216232
6521 Southeast Wrenfield Street,115.9588754065261,405000,3.0,3.0,97123,Reedville,45.51374817,-122.9139481
6399 Southeast Johnson Street,68.79789967011294,296900,1.0,3.0,97123,Reedville,45.50089645,-122.9155045
1881 Southeast 63rd Avenue,92.37838753831952,420000,2.0,3.0,97123,Reedville,45.50574875,-122.9175262
2197 Southeast 61st Place,39.52663715357994,395000,2.0,2.0,97123,Reedville,45.50328064,-122.9193344
6605 Southeast Gladys Street,92.37838753831952,400000,2.0,3.0,97123,Reedville,45.51037216,-122.9130325
2793 Southeast Nicklaus Court,115.9588754065261,314000,3.0,3.0,97123,Reedville,45.49961472,-122.9113083
5482 Southeast Brookside Street,139.5393632747327,574900,4.0,3.0,97123,Reedville,45.51557159,-122.9266434
1550 Southeast 73rd Avenue,115.9588754065261,485000,3.0,3.0,97123,Reedville,45.50821304,-122.9064484
1756 Southeast 61st Drive,221.66237617600524,470000,3.0,5.0,97123,Reedville,45.50659561,-122.9186859
6154 Northeast Brighton Drive,138.39937932748606,600000,4.0,3.0,97124,Orenco Station,45.5350914,-122.9178009
1767 Northeast 60th Place,91.23840359107291,494000,2.0,3.0,97124,Orenco Station,45.5373497,-122.9198914
5897 Southeast Woll Pond Way,92.37838753831952,452500,2.0,3.0,97123,Reedville,45.51845932,-122.9205017
6099 Northeast Sherborne Street,114.7177271386063,446900,3.0,3.0,97124,Orenco Gardens,45.52622223,-122.9185638
2137 Southeast 60th Avenue,115.9588754065261,435000,3.0,3.0,97123,Reedville,45.50381851,-122.9214325
6272 Southeast Sigrid Street,92.37838753831952,409500,2.0,3.0,97123,Reedville,45.51436615,-122.9177628
5372 Southeast Del Rio Court,92.37838753831952,396000,2.0,3.0,97123,Reedville,45.50407028,-122.9272919
1194 Southeast 65th Avenue,115.9588754065261,425000,3.0,3.0,97123,Reedville,45.5110817,-122.913826
6737 Southeast Johnson Street,168.8106257912657,479900,3.0,4.0,97123,Reedville,45.50123978,-122.9111481
6136 Northeast Rosebay Drive,61.96714107453991,520000,3.0,2.0,97124,Orenco Station,45.53691483,-122.9191055
353 Southeast 69th Avenue,115.9588754065261,425000,3.0,3.0,97123,Reedville,45.51808548,-122.909668
816 Northeast Caden Avenue,61.865976753866725,349000,3.0,2.0,97124,Orenco Gardens,45.5290451,-122.9189224
6196 Northeast Chestnut Street,114.7177271386063,476000,3.0,3.0,97124,Orenco Gardens,45.52760315,-122.9177246
6208 Northeast Chestnut Street,114.7177271386063,510000,3.0,3.0,97124,Orenco Gardens,45.52760315,-122.9175797
1533 Northeast 64th Avenue,61.96714107453991,600000,3.0,2.0,97124,Orenco Station,45.53577042,-122.9147415
1583 Northeast 63rd Avenue,61.96714107453991,459000,3.0,2.0,97124,Orenco Station,45.53607941,-122.9156494
506 Northeast 62nd Avenue,167.56947752334588,465000,3.0,4.0,97124,Orenco Gardens,45.52697372,-122.9166641
6548 Northeast Rosebay Drive,85.54762894274648,505000,4.0,2.0,97124,Orenco Station,45.53696823,-122.912323
6049 Northeast Kettering Street,114.7177271386063,447500,3.0,3.0,97124,Orenco Gardens,45.52844238,-122.9193649
321 Southeast 68th Avenue,115.9588754065261,459800,3.0,3.0,97123,Reedville,45.51837921,-122.9109192
4779 Southeast Dylan Way,115.9588754065261,378000,3.0,3.0,97123,Reedville,45.51784134,-122.934761
453 Southeast 72nd Avenue,115.9588754065261,450000,3.0,3.0,97123,Reedville,45.51626587,-122.9065933
501 Northeast Retford Avenue,114.7177271386063,625000,3.0,3.0,97124,Orenco Gardens,45.52708054,-122.92202
4698 Southeast Libby Court,168.8106257912657,369000,3.0,4.0,97123,Reedville,45.51756668,-122.9344177
6827 Southeast Red Alder Street,159.30117964798632,497597,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49586868,-122.9113083
7226 Southeast Blanton Street,106.44942926324673,436139,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49502563,-122.9068222
4526 Southeast Satinwood Street,120.71359847816579,380000,3.0,3.0,97123,Witch Hazel,45.49705124,-122.9369202
3989 Southeast Discovery Street,120.71359847816579,390000,3.0,3.0,97123,Witch Hazel,45.49663162,-122.9410095
4722 Southeast Sandalwood Street,120.71359847816579,375000,3.0,3.0,97123,Witch Hazel,45.49663925,-122.9332581
4813 Southeast Sandalwood Street,120.71359847816579,375000,3.0,3.0,97123,Witch Hazel,45.49702072,-122.9321823
7274 Southeast Blanton Street,106.44942926324673,380656,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49479294,-122.9065399
3360 Southeast Royalstar Avenue,111.70997393825235,380000,3.0,3.0,97123,Magnolia Estates,45.49527359,-122.9665222
808 Southeast 74th Avenue,92.37838753831952,415000,2.0,3.0,97123,Reedville,45.51406097,-122.9041977
3394 Southeast Wedgewood Avenue,197.14583673111196,355000,4.0,4.0,97123,Witch Hazel,45.49562454,-122.9312363
3545 Southeast Birchleaf Street,106.44942926324673,536200,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49425507,-122.9080353
4008 Southeast Discovery Street,173.56534886290538,431000,3.0,4.0,97123,Witch Hazel,45.49625778,-122.9405212
7169 Southeast Tamarack Street,159.30117964798632,554900,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49155045,-122.9076462
3667 Southeast Alexander Street,120.71359847816579,415000,3.0,3.0,97123,Witch Hazel,45.49357224,-122.9368057
3488 Southeast Yellowbird Avenue,111.70997393825235,379000,3.0,3.0,97123,Magnolia Estates,45.49430466,-122.9663925
1522 Southeast Blanchard Street,111.70997393825235,385000,3.0,3.0,97123,Magnolia Estates,45.49520493,-122.9675751
5270 Southeast Redberry Place,120.71359847816579,437900,3.0,3.0,97123,Witch Hazel,45.49703979,-122.9275513
3486 Southeast Wedgewood Avenue,120.71359847816579,241000,3.0,3.0,97123,Witch Hazel,45.49516296,-122.9312286
7341 Southeast Chinquapin Drive,53.59767887850715,365450,3.0,2.0,97123,Cooper Mountain - Aloha North,45.49348831,-122.9056168
3410 Southeast Northwood Way,197.14583673111196,350000,4.0,4.0,97123,Witch Hazel,45.49560928,-122.9332504
6843 Southeast Red Alder Street,106.44942926324673,504197,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49584961,-122.9111862
3470 Southeast Ironwood Avenue,120.71359847816579,385000,3.0,3.0,97123,Witch Hazel,45.49497223,-122.9333267
4605 Southeast Ozark Street,15.946149285373366,397000,1.0,2.0,97123,Reedville,45.51322937,-122.9363327
4735 Southeast Sandalwood Street,67.86184809342623,366000,3.0,2.0,97123,Witch Hazel,45.49700928,-122.9331512
5333 Southeast Stargrass Street,120.71359847816579,500000,3.0,3.0,97123,Witch Hazel,45.49557114,-122.9263458
1518 Southeast Kobus Way,111.70997393825235,384000,3.0,3.0,97123,Magnolia Estates,45.49497986,-122.9678497
3353 Southeast Birdhouse Way,120.71359847816579,408000,3.0,3.0,97123,Witch Hazel,45.49586487,-122.9210205
3428 Southeast 68th Avenue,159.30117964798632,611715,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49513626,-122.9114075
3572 Southeast Pinewood Way,120.71359847816579,366000,3.0,3.0,97123,Witch Hazel,45.49427032,-122.9369659
3481 Southeast Quail Way,226.41709924764496,470000,3.0,5.0,97123,Witch Hazel,45.49502563,-122.9200592
2950 Southeast Columbus Avenue,173.56534886290538,440000,3.0,4.0,97123,Witch Hazel,45.49736786,-122.9423447
3629 Southeast Honeysuckle Place,173.56534886290538,455000,3.0,4.0,97123,Witch Hazel,45.49375916,-122.9380569
7215 Southeast Bristletail Lane,159.30117964798632,569900,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49195862,-122.9073944
1024 Southeast 47th Avenue,245.24286404421184,599000,4.0,5.0,97123,Reedville,45.51272202,-122.934494
4680 Southeast Sandalwood Street,120.71359847816579,375000,3.0,3.0,97123,Witch Hazel,45.49661255,-122.9341812
3558 Southeast Reed Drive,106.44942926324673,543826,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49387741,-122.9065323
4669 Southeast Bentley Street,192.39111365947224,545000,4.0,4.0,97123,Reedville,45.51256943,-122.9353485
4038 Southeast Lone Oak Street,120.71359847816579,385000,3.0,3.0,97123,Witch Hazel,45.4969635,-122.9402695
1020 Southeast Brookwood Avenue,92.37838753831952,274900,2.0,3.0,97123,Reedville,45.51248169,-122.9362793
3377 Southeast Birdhouse Way,120.71359847816579,415000,3.0,3.0,97123,Witch Hazel,45.49577713,-122.9210892
2937 Southeast Columbus Avenue,173.56534886290538,425900,3.0,4.0,97123,Witch Hazel,45.4974556,-122.9426117
7544 Southeast Monarch Lane,106.44942926324673,443150,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49271393,-122.9039078
4291 Southeast Oakhurst Street,173.56534886290538,583000,3.0,4.0,97123,Witch Hazel,45.49152374,-122.9389725
4628 Southeast Lone Oak Street,120.71359847816579,413000,3.0,3.0,97123,Witch Hazel,45.49586487,-122.9346542
4748 Southeast Sandalwood Street,120.71359847816579,365000,3.0,3.0,97123,Witch Hazel,45.49663162,-122.9330444
6792 Southeast Mahogany Street,159.30117964798632,633765,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49440384,-122.9117737
4686 Southeast Sandalwood Street,67.86184809342623,349000,3.0,2.0,97123,Witch Hazel,45.49662018,-122.9340744
3392 Southeast 68th Avenue,106.44942926324673,592469,3.0,3.0,97123,Cooper Mountain - Aloha North,45.49538422,-122.9113922
4841 Southeast Davis Road,197.14583673111196,359900,4.0,4.0,97123,Witch Hazel,45.49424362,-122.9326096
4017 Southeast Lone Oak Street,173.56534886290538,431000,3.0,4.0,97123,Witch Hazel,45.4973793,-122.9404755
4089 Southeast Discovery Street,120.71359847816579,369900,3.0,3.0,97123,Witch Hazel,45.49663925,-122.9397659
3650 Southeast Alexander Street,120.71359847816579,416000,3.0,3.0,97123,Witch Hazel,45.49375153,-122.9362488
3979 Southeast 68th Avenue,159.30117964798632,652200,3.0,4.0,97123,Cooper Mountain - Aloha North,45.49113083,-122.9117584
4543 Southeast Olivewood Street,120.71359847816579,390000,3.0,3.0,97123,Witch Hazel,45.49554062,-122.935791
4501 Southeast Satinwood Street,120.71359847816579,60000,3.0,3.0,97123,Witch Hazel,45.49742126,-122.9371567
4297 Southeast Lone Oak Street,120.71359847816579,472500,3.0,3.0,97123,Witch Hazel,45.49699402,-122.9381485
4838 Southeast Northwood Way,197.14583673111196,317000,4.0,4.0,97123,Witch Hazel,45.49503326,-122.9327698
1480 Southeast Blanchard Street,111.70997393825235,389900,3.0,3.0,97123,Magnolia Estates,45.49537659,-122.9679871
3706 Southeast Oakleaf Street,120.71359847816579,440000,3.0,3.0,97123,Witch Hazel,45.49318314,-122.9375534
2054 North Killingsworth Street,12.379922613532273,270000,1.0,2.0,97217,Overlook,45.56248093,-122.6885223
1221 Northeast 21st Avenue,39.19467972834968,335000,2.0,2.0,97232,Sullivan's Gulch,45.53196716,-122.6451111
8955 North Clarendon Avenue,164.30973282845542,691400,3.0,4.0,97203,North Portland,45.5875473,-122.7245865
11345 Northwest Odeon Lane,155.7123289000657,651000,3.0,4.0,97229,Cedar Mill,45.53722763,-122.7931976
4016 Northeast 32nd Avenue,88.0375640796277,846141,2.0,3.0,97212,Northeast Portland,45.55207062,-122.6324692
7685 NW Snowberry Ter,239.42839824148118,814900,4.0,5.0,97229,North Bethany,45.57536316,-122.8559265
333 South Idaho Street,91.5527022121786,950000,2.0,3.0,97239,Southwest Portland,45.47677231,-122.6751328
4634 Northwest 126th Place,101.34311370522836,685500,3.0,3.0,97229,Bethany,45.55316162,-122.806427
6438 South Flower Street,158.96466987899396,715000,3.0,4.0,97221,Hayhurst,45.48385239,-122.7434769
4949 Southwest Fairhaven Drive,156.68387208817006,800000,2.5,4.0,97221,Southwest Portland,45.51444244,-122.7282181
5002 Southwest Humphrey Park Road,144.69129951272038,829000,2.0,4.0,97221,Southwest Hills,45.50737381,-122.7285538
2777 Southwest Roswell Avenue,168.8153157777587,1185000,3.0,4.0,97201,Southwest Hills,45.50371933,-122.7064285
3451 Southwest Canby Street,168.52846886195653,725000,3.0,4.0,97219,Southwest Portland,45.46910477,-122.7125397
11417 Southwest Oak Creek Drive,221.38021924669607,896000,3.0,5.0,97219,Southwest Portland,45.4429512,-122.7072144
7232 Southwest Ascot Court,179.40152244763863,900000,4.0,4.0,97225,Cedar Mill,45.51179886,-122.7511597
7502 North Jersey Street,164.30973282845542,720000,3.0,4.0,97203,North Portland,45.58658218,-122.7447357
7635 North Decatur Street,179.7970750428072,789250,4.0,4.0,97203,Cathedral Park,45.58350372,-122.7479019
12730 Southwest Adrian Court,173.55610653265023,815000,3.0,4.0,97034,Southwest Portland,45.43324661,-122.6979904
10745 South Moapa Avenue,104.95330048585934,1155000,3.0,3.0,97219,Forest Highlands,45.4472847,-122.6665344
4826 Northeast Mason Street,157.02291272505502,670000,3.0,4.0,97218,Cully,45.5526123,-122.6129913
3681 Northeast Senate Street,84.76259902461996,763900,2.0,3.0,97232,Laurelhurst,45.53299332,-122.6259918
4141 Northwest Ashbrook Drive,157.63445099285622,680000,3.0,4.0,97229,Forest Park,45.54955673,-122.8052902
2259 Northeast 7th Avenue,51.88712775731814,709000,3.0,2.0,97212,Eliot,45.5388298,-122.6588974
3216 Northeast 62nd Avenue,243.40397218250803,725000,4.0,5.0,97213,Rose City Park,45.54632568,-122.5990753
12735 Northwest Creekside Drive,155.7123289000657,680000,3.0,4.0,97229,Cedar Mill,45.54365158,-122.8080902
2306 Northwest Birkendene Street,164.4124604779596,839000,3.0,4.0,97229,Northwest Portland,45.53936386,-122.7776794
12889 Northwest Hartford Street,179.2928167682723,850000,4.0,4.0,97229,Cedar Mill,45.5444603,-122.8094254
2605 Northwest Arnott Lane,155.7123289000657,760000,3.0,4.0,97229,Cedar Mill,45.53844452,-122.7956772
2234 Northwest Birkendene Street,164.4124604779596,770000,3.0,4.0,97229,Northwest Portland,45.53925323,-122.777916
3685 Northwest 123rd Place,155.7123289000657,740000,3.0,4.0,97229,Cedar Mill,45.54644012,-122.8035126
3578 Northwest 106th Place,232.14456715301185,810000,4.0,5.0,97229,Cedar Mill,45.54525375,-122.7858047
2714 Northeast 60th Avenue,114.11998354482232,690000,3.0,3.0,97213,Rose City Park,45.54259109,-122.601181
2426 Northeast 49th Avenue,143.3912460613553,705000,2.0,4.0,97213,Rose City Park,45.54014206,-122.6126328
2542 Northwest 108th Terrace,179.2928167682723,775000,4.0,4.0,97229,Cedar Mill,45.53783417,-122.7879257
1904 Northeast 62nd Avenue,219.82348431430148,705000,3.0,5.0,97213,Rose City Park,45.53629684,-122.5992126
2476 Northeast 50th Avenue,219.82348431430148,825000,3.0,5.0,97213,Rose City Park,45.5405426,-122.6116257
2232 Northwest Wheatfield Way,179.2928167682723,1040000,4.0,4.0,97229,Cedar Mill,45.53582764,-122.8222122
1853 Northwest Millcrest Place,179.2928167682723,665000,4.0,4.0,97229,Cedar Mill,45.53281784,-122.782608
3045 Northeast 46th Avenue,88.01038765978612,725000,2.0,3.0,97213,Northeast Portland,45.54527283,-122.6160507
804 Southeast 29th Avenue,145.5896846963238,810000,2.0,4.0,97214,Sunnyside,45.51699066,-122.6357727
500 Northeast Cesar E Chavez Boulevard,214.04658766230568,750000,3.0,5.0,97232,Laurelhurst,45.52684021,-122.6225586
225 Southeast 13th Avenue,155.6141535943236,672975,3.0,4.0,97214,Buckman Neighborhood,45.52105331,-122.6528473
